Player,Nation,Team,Pos,Age,MP,Starts,Min,Goals,Assists,Yellow_Card,Red_Card,stand_xG,xAG,PrgC,PrgP,PrgR,Gls,Ast,xG,xGA,GA90,Save%,CS%,PKsv%,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,KP,1/3,PPA,CrsPA,PrgP_passing,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att,Lost,Blocks,Sh,Pass,Int,Touches,Def_Pen,Def_3rd,Mid_3rd,Att_3rd,Att_Pen,Att_take_ons,Succ%,Tkld%,Carries,ProDist,ProgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR_possession,Fls,Fld,Off,Crs,Recov,Won,Won%,Available_Data_Count
Lloyd Kelly,eng ENG,Newcastle Utd,DF,26-203,10.0,4.0,303.0,0.0,1.0,2.0,0.0,0.4,0.5,0.0,9.0,5.0,0.0,0.3,0.12,0.14,N/a,N/a,N/a,N/a,0.0,0.0,0.0,7.3,181.0,80.7,2636.0,87.7,89.7,2.0,6.0,1.0,1.0,9.0,2.0,0.59,1.0,0.3,5.0,4.0,1.0,2.0,6.0,4.0,2.0,1.0,215.0,26.0,105.0,94.0,19.0,4.0,3.0,66.7,33.3,120.0,202.0,0.0,2.0,0.0,3.0,2.0,129.0,5.0,5.0,5.0,1.0,1.0,19.0,6.0,75.0,72
Lucas Bergvall,se SWE,Tottenham,MF,19-084,26.0,10.0,1122.0,0.0,1.0,3.0,0.0,0.7,0.6,31.0,49.0,29.0,0.0,0.08,0.06,0.05,N/a,N/a,N/a,N/a,16.7,0.16,0.0,19.9,689.0,88.2,10149.0,92.7,90.3,11.0,50.0,7.0,3.0,49.0,21.0,1.68,4.0,0.32,37.0,19.0,31.0,8.0,16.0,7.0,9.0,22.0,845.0,34.0,176.0,456.0,226.0,20.0,44.0,47.7,43.2,510.0,1580.0,31.0,21.0,4.0,19.0,18.0,562.0,29.0,20.0,14.0,0.0,18.0,71.0,8.0,50.0,72
Lucas Digne,fr FRA,Aston Villa,DF,31-281,30.0,27.0,2241.0,0.0,4.0,4.0,0.0,0.8,4.4,23.0,54.0,140.0,0.0,0.16,0.03,0.17,N/a,N/a,N/a,N/a,23.1,0.12,0.0,22.7,1232.0,75.0,14998.0,88.2,78.6,35.0,43.0,29.0,18.0,54.0,63.0,2.53,5.0,0.2,62.0,36.0,62.0,26.0,23.0,4.0,19.0,25.0,1473.0,90.0,510.0,449.0,524.0,28.0,19.0,47.4,47.4,669.0,1319.0,23.0,14.0,4.0,17.0,15.0,804.0,140.0,20.0,14.0,7.0,138.0,98.0,34.0,56.7,72
Lucas Paquetá,br BRA,West Ham,"MF,FW",27-243,30.0,26.0,2257.0,4.0,0.0,8.0,0.0,5.2,3.0,20.0,141.0,84.0,0.16,0.0,0.21,0.12,N/a,N/a,N/a,N/a,7.9,0.12,0.05,19.5,1351.0,77.4,17325.0,84.0,79.6,35.0,121.0,42.0,4.0,141.0,78.0,3.11,6.0,0.24,63.0,35.0,49.0,57.0,27.0,4.0,23.0,17.0,1669.0,58.0,336.0,918.0,428.0,56.0,42.0,40.5,47.6,853.0,1224.0,20.0,30.0,2.0,51.0,50.0,1179.0,84.0,49.0,57.0,6.0,28.0,140.0,47.0,45.2,72
Luis Díaz,co COL,Liverpool,FW,28-104,32.0,25.0,2150.0,11.0,5.0,2.0,0.0,9.2,4.9,102.0,102.0,265.0,0.46,0.21,0.39,0.2,N/a,N/a,N/a,N/a,40.6,1.09,0.17,13.7,809.0,84.4,10916.0,89.1,86.1,53.0,43.0,43.0,6.0,102.0,115.0,4.81,16.0,0.67,33.0,21.0,34.0,33.0,15.0,0.0,15.0,7.0,1088.0,15.0,75.0,377.0,655.0,154.0,110.0,46.4,43.6,718.0,2777.0,102.0,51.0,55.0,51.0,42.0,860.0,265.0,46.0,29.0,10.0,29.0,96.0,12.0,26.7,72
Luis Guilherme,br BRA,West Ham,"MF,FW",19-077,11.0,1.0,138.0,0.0,0.0,0.0,0.0,0.3,0.1,3.0,3.0,13.0,0.0,0.0,0.19,0.05,N/a,N/a,N/a,N/a,33.3,0.65,0.0,14.9,56.0,83.9,727.0,96.8,86.7,3.0,3.0,3.0,2.0,3.0,10.0,6.52,0.0,0.0,1.0,0.0,3.0,1.0,7.0,0.0,7.0,3.0,85.0,3.0,19.0,30.0,37.0,4.0,9.0,55.6,22.2,42.0,136.0,3.0,3.0,1.0,4.0,3.0,55.0,13.0,0.0,4.0,0.0,8.0,7.0,2.0,66.7,72
Luis Sinisterra,co COL,Bournemouth,"FW,MF",25-314,12.0,1.0,236.0,1.0,1.0,0.0,0.0,1.2,1.4,19.0,6.0,38.0,0.38,0.38,0.46,0.54,N/a,N/a,N/a,N/a,46.2,2.29,0.08,14.8,93.0,78.5,1067.0,91.7,68.8,9.0,6.0,2.0,2.0,6.0,14.0,5.29,1.0,0.38,7.0,2.0,4.0,7.0,3.0,0.0,3.0,1.0,155.0,7.0,18.0,41.0,96.0,23.0,20.0,40.0,50.0,95.0,393.0,19.0,6.0,10.0,6.0,3.0,102.0,38.0,4.0,2.0,1.0,7.0,17.0,3.0,30.0,72
Luke Thomas,eng ENG,Leicester City,DF,23-321,10.0,9.0,783.0,0.0,0.0,1.0,0.0,0.1,0.1,3.0,27.0,9.0,0.0,0.0,0.01,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.0,18.7,477.0,78.8,6151.0,91.4,82.6,4.0,25.0,2.0,1.0,27.0,6.0,0.69,0.0,0.0,24.0,20.0,32.0,11.0,13.0,5.0,8.0,15.0,586.0,38.0,222.0,285.0,83.0,5.0,5.0,40.0,60.0,282.0,448.0,3.0,5.0,1.0,10.0,1.0,324.0,9.0,4.0,6.0,0.0,20.0,32.0,9.0,45.0,72
Luke Woolfenden,eng ENG,Ipswich Town,DF,26-188,14.0,11.0,1097.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,0.0,0.0,0.0,12.9,512.0,87.9,8267.0,96.6,93.5,0.0,27.0,0.0,0.0,16.0,2.0,0.16,0.0,0.0,9.0,6.0,5.0,12.0,21.0,14.0,7.0,18.0,637.0,139.0,365.0,263.0,9.0,3.0,0.0,N/a,N/a,338.0,1153.0,7.0,3.0,0.0,4.0,0.0,398.0,0.0,5.0,2.0,1.0,0.0,35.0,15.0,55.6,70
Mads Hermansen,dk DEN,Leicester City,GK,24-290,27.0,27.0,2385.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.19,64.5,3.7,25.0,N/a,0.0,N/a,N/a,1074.0,61.0,17161.0,97.4,94.8,0.0,20.0,1.0,0.0,1.0,3.0,0.11,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1148.0,832.0,1107.0,43.0,0.0,0.0,1.0,100.0,0.0,731.0,1903.0,0.0,0.0,0.0,1.0,0.0,623.0,0.0,0.0,3.0,0.0,0.0,17.0,4.0,80.0,73
Mads Roerslev,dk DEN,Brentford,DF,25-307,19.0,11.0,1101.0,0.0,2.0,2.0,0.0,0.2,3.0,17.0,51.0,54.0,0.0,0.16,0.02,0.24,N/a,N/a,N/a,N/a,40.0,0.16,0.0,20.8,536.0,78.7,6925.0,88.0,79.9,14.0,37.0,11.0,4.0,51.0,21.0,1.72,2.0,0.16,18.0,8.0,28.0,14.0,12.0,5.0,7.0,4.0,645.0,49.0,234.0,268.0,146.0,20.0,19.0,36.8,42.1,352.0,858.0,17.0,13.0,0.0,9.0,6.0,407.0,54.0,6.0,10.0,0.0,31.0,39.0,10.0,41.7,72
Malo Gusto,fr FRA,Chelsea,DF,21-343,28.0,19.0,1819.0,0.0,1.0,4.0,0.0,1.7,1.2,48.0,118.0,84.0,0.0,0.05,0.08,0.06,N/a,N/a,N/a,N/a,18.2,0.2,0.0,21.3,1352.0,86.4,19089.0,93.1,88.2,20.0,107.0,18.0,6.0,118.0,56.0,2.77,4.0,0.2,43.0,28.0,47.0,15.0,29.0,8.0,21.0,23.0,1553.0,57.0,375.0,752.0,438.0,42.0,15.0,26.7,66.7,861.0,2170.0,48.0,35.0,8.0,16.0,17.0,1047.0,84.0,20.0,18.0,2.0,51.0,114.0,8.0,34.8,72
Manuel Akanji,ch SUI,Manchester City,DF,29-282,22.0,20.0,1711.0,0.0,0.0,3.0,0.0,0.7,0.4,38.0,135.0,6.0,0.0,0.0,0.04,0.02,N/a,N/a,N/a,N/a,10.0,0.05,0.0,16.3,1486.0,93.9,22867.0,95.9,95.5,9.0,150.0,11.0,2.0,135.0,34.0,1.79,2.0,0.11,15.0,10.0,12.0,29.0,11.0,8.0,3.0,7.0,1598.0,108.0,472.0,776.0,352.0,11.0,2.0,100.0,0.0,1044.0,3286.0,38.0,52.0,0.0,4.0,5.0,1264.0,6.0,16.0,9.0,0.0,11.0,86.0,24.0,45.3,72
Manuel Ugarte Ribeiro,uy URU,Manchester Utd,MF,24-016,25.0,20.0,1590.0,1.0,0.0,9.0,0.0,0.8,0.6,10.0,53.0,19.0,0.06,0.0,0.05,0.03,N/a,N/a,N/a,N/a,18.8,0.17,0.06,22.0,784.0,87.1,11224.0,88.9,93.0,7.0,47.0,9.0,3.0,53.0,27.0,1.53,2.0,0.11,70.0,43.0,58.0,17.0,27.0,3.0,24.0,25.0,1010.0,40.0,297.0,558.0,173.0,14.0,31.0,54.8,32.3,573.0,1015.0,10.0,10.0,1.0,29.0,24.0,623.0,19.0,35.0,31.0,0.0,7.0,110.0,17.0,50.0,72
Marc Cucurella,es ESP,Chelsea,DF,26-279,32.0,29.0,2628.0,4.0,1.0,10.0,1.0,2.6,1.9,30.0,104.0,108.0,0.14,0.03,0.09,0.06,N/a,N/a,N/a,N/a,40.9,0.31,0.18,16.5,1738.0,88.0,24117.0,93.9,90.0,18.0,108.0,12.0,3.0,104.0,46.0,1.58,5.0,0.17,58.0,38.0,50.0,51.0,40.0,13.0,27.0,23.0,2014.0,100.0,603.0,933.0,486.0,72.0,13.0,30.8,53.8,864.0,2105.0,30.0,17.0,2.0,26.0,6.0,1259.0,108.0,33.0,32.0,3.0,29.0,110.0,29.0,36.3,72
Marc Guéhi,eng ENG,Crystal Palace,DF,24-288,32.0,32.0,2879.0,3.0,2.0,9.0,1.0,1.9,1.2,22.0,126.0,8.0,0.09,0.06,0.06,0.04,N/a,N/a,N/a,N/a,50.0,0.22,0.21,10.3,1654.0,83.3,26335.0,91.1,88.8,12.0,127.0,11.0,3.0,126.0,38.0,1.19,5.0,0.16,56.0,31.0,45.0,50.0,53.0,22.0,31.0,25.0,1994.0,292.0,987.0,881.0,137.0,31.0,14.0,78.6,14.3,1065.0,2804.0,22.0,17.0,1.0,16.0,16.0,1243.0,8.0,22.0,26.0,1.0,13.0,135.0,66.0,56.9,72
Marco Asensio,es ESP,Aston Villa,"MF,FW",29-096,9.0,5.0,481.0,3.0,1.0,1.0,0.0,4.2,0.8,15.0,31.0,23.0,0.56,0.19,0.78,0.15,N/a,N/a,N/a,N/a,47.1,1.5,0.18,18.9,213.0,80.3,2407.0,90.1,84.1,12.0,14.0,8.0,2.0,31.0,25.0,4.68,3.0,0.56,7.0,5.0,8.0,1.0,2.0,0.0,2.0,1.0,267.0,4.0,25.0,108.0,139.0,22.0,13.0,53.8,38.5,165.0,464.0,15.0,18.0,3.0,5.0,7.0,183.0,23.0,8.0,6.0,2.0,22.0,20.0,0.0,0.0,72
Marcos Senesi,ar ARG,Bournemouth,DF,27-352,14.0,12.0,1008.0,0.0,0.0,5.0,0.0,0.8,0.2,12.0,51.0,5.0,0.0,0.0,0.07,0.02,N/a,N/a,N/a,N/a,0.0,0.0,0.0,6.0,643.0,76.7,10211.0,88.0,85.9,3.0,73.0,12.0,3.0,51.0,16.0,1.43,1.0,0.09,35.0,21.0,30.0,27.0,14.0,6.0,8.0,11.0,778.0,64.0,345.0,375.0,67.0,12.0,9.0,55.6,44.4,482.0,1464.0,12.0,14.0,0.0,5.0,5.0,492.0,5.0,19.0,7.0,0.0,10.0,67.0,23.0,46.0,72
Marcus Rashford,eng ENG,Aston Villa,FW,27-178,10.0,4.0,444.0,2.0,2.0,0.0,0.0,3.1,2.3,22.0,13.0,42.0,0.41,0.41,0.62,0.46,N/a,N/a,N/a,N/a,27.8,1.01,0.06,19.4,164.0,71.3,1772.0,87.0,76.6,13.0,2.0,9.0,2.0,13.0,27.0,5.49,3.0,0.61,10.0,7.0,6.0,8.0,2.0,0.0,2.0,1.0,227.0,2.0,14.0,58.0,159.0,30.0,22.0,40.9,59.1,127.0,471.0,22.0,10.0,15.0,8.0,1.0,149.0,42.0,1.0,3.0,1.0,28.0,14.0,1.0,11.1,72
Marcus Tavernier,eng ENG,Bournemouth,"FW,MF",26-036,24.0,16.0,1561.0,3.0,5.0,5.0,0.0,5.2,2.8,37.0,99.0,103.0,0.17,0.29,0.3,0.16,N/a,N/a,N/a,N/a,31.3,0.86,0.06,20.5,723.0,72.6,8934.0,86.3,78.2,36.0,61.0,29.0,9.0,99.0,82.0,4.73,10.0,0.58,38.0,23.0,25.0,30.0,14.0,2.0,12.0,4.0,942.0,18.0,104.0,354.0,504.0,49.0,47.0,42.6,51.1,534.0,1525.0,37.0,35.0,7.0,36.0,42.0,601.0,103.0,25.0,20.0,4.0,89.0,96.0,22.0,42.3,72
Mario Lemina,ga GAB,Wolves,"MF,DF",31-238,17.0,15.0,1364.0,1.0,3.0,4.0,0.0,1.4,1.1,8.0,48.0,21.0,0.07,0.2,0.09,0.07,N/a,N/a,N/a,N/a,27.8,0.33,0.06,21.9,613.0,80.4,9479.0,85.0,87.7,10.0,43.0,13.0,4.0,48.0,26.0,1.71,5.0,0.33,51.0,31.0,29.0,16.0,12.0,7.0,5.0,27.0,809.0,92.0,324.0,378.0,119.0,18.0,16.0,62.5,25.0,382.0,1038.0,8.0,12.0,2.0,21.0,11.0,482.0,21.0,17.0,8.0,4.0,10.0,73.0,25.0,61.0,72
Mark Flekken,nl NED,Brentford,GK,31-318,32.0,32.0,2825.0,0.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.03,0.0,0.01,1.53,73.3,15.6,0.0,N/a,0.0,N/a,N/a,1518.0,73.3,32882.0,97.8,97.4,2.0,44.0,2.0,0.0,0.0,7.0,0.22,1.0,0.03,4.0,4.0,9.0,0.0,2.0,0.0,2.0,0.0,1616.0,1261.0,1569.0,52.0,0.0,0.0,1.0,100.0,0.0,987.0,2803.0,0.0,0.0,0.0,3.0,0.0,905.0,0.0,0.0,3.0,0.0,0.0,35.0,4.0,100.0,73
Mark Travers,ie IRL,Bournemouth,GK,25-344,5.0,5.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,20.0,N/a,N/a,0.0,N/a,N/a,142.0,70.4,3469.0,100.0,96.2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,144.0,159.0,3.0,0.0,0.0,0.0,N/a,N/a,85.0,188.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,100.0,70
Marshall Munetsi,zw ZIM,Wolves,"MF,FW",28-309,10.0,9.0,788.0,1.0,1.0,0.0,0.0,3.0,1.7,5.0,8.0,24.0,0.11,0.11,0.34,0.2,N/a,N/a,N/a,N/a,33.3,0.57,0.07,14.8,160.0,73.8,1432.0,80.9,74.4,7.0,4.0,1.0,0.0,8.0,16.0,1.83,1.0,0.11,19.0,9.0,18.0,17.0,9.0,1.0,8.0,5.0,274.0,15.0,41.0,150.0,85.0,25.0,6.0,16.7,66.7,104.0,122.0,5.0,3.0,3.0,27.0,11.0,138.0,24.0,13.0,10.0,3.0,5.0,29.0,23.0,57.5,72
Martin Dúbravka,sk SVK,Newcastle Utd,GK,36-102,10.0,10.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,70.7,50.0,N/a,N/a,0.0,N/a,N/a,333.0,79.6,5932.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,262.0,337.0,14.0,0.0,0.0,0.0,N/a,N/a,202.0,643.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,1.0,0.0,0.0,18.0,4.0,100.0,70
Martin Ødegaard,no NOR,Arsenal,MF,26-131,26.0,23.0,2040.0,2.0,6.0,4.0,0.0,4.4,4.6,79.0,231.0,142.0,0.09,0.26,0.2,0.2,N/a,N/a,N/a,N/a,31.7,0.57,0.02,18.7,1331.0,82.6,17070.0,90.3,87.1,56.0,115.0,78.0,5.0,231.0,112.0,4.95,13.0,0.57,19.0,11.0,24.0,7.0,4.0,0.0,4.0,4.0,1494.0,6.0,98.0,625.0,785.0,104.0,54.0,40.7,55.6,1031.0,3279.0,79.0,72.0,23.0,28.0,38.0,1188.0,142.0,10.0,20.0,1.0,80.0,86.0,8.0,53.3,72
Mason Mount,eng ENG,Manchester Utd,"MF,FW",26-107,12.0,4.0,348.0,0.0,0.0,3.0,0.0,1.2,0.2,7.0,15.0,15.0,0.0,0.0,0.32,0.05,N/a,N/a,N/a,N/a,37.5,0.78,0.0,15.9,133.0,80.5,1542.0,86.6,82.5,5.0,8.0,2.0,1.0,15.0,11.0,2.84,0.0,0.0,8.0,2.0,8.0,6.0,7.0,1.0,6.0,2.0,175.0,3.0,24.0,85.0,67.0,12.0,4.0,0.0,75.0,114.0,218.0,7.0,8.0,1.0,7.0,8.0,130.0,15.0,12.0,7.0,0.0,8.0,9.0,3.0,33.3,72
Massimo Luongo,au AUS,Ipswich Town,MF,32-214,9.0,2.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,57.0,75.4,613.0,90.0,68.8,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,5.0,7.0,0.0,4.0,2.0,2.0,2.0,77.0,9.0,33.0,25.0,19.0,1.0,0.0,N/a,N/a,40.0,25.0,0.0,0.0,0.0,2.0,3.0,44.0,1.0,1.0,2.0,0.0,1.0,10.0,1.0,100.0,67
Mateo Kovačić,hr CRO,Manchester City,MF,30-356,28.0,22.0,1960.0,6.0,1.0,5.0,0.0,1.7,3.5,51.0,142.0,15.0,0.28,0.05,0.08,0.16,N/a,N/a,N/a,N/a,31.6,0.55,0.16,22.2,1646.0,92.5,23541.0,95.0,95.6,28.0,178.0,27.0,0.0,142.0,59.0,2.71,6.0,0.28,61.0,36.0,59.0,7.0,19.0,0.0,19.0,20.0,1859.0,48.0,274.0,1063.0,543.0,16.0,38.0,52.6,28.9,1259.0,3432.0,51.0,71.0,3.0,16.0,29.0,1506.0,15.0,22.0,22.0,0.0,0.0,109.0,9.0,56.3,72
Mateus Fernandes,pt POR,Southampton,MF,20-291,32.0,30.0,2584.0,2.0,3.0,8.0,0.0,3.8,2.6,72.0,130.0,99.0,0.07,0.1,0.13,0.09,N/a,N/a,N/a,N/a,36.8,0.49,0.05,18.6,1224.0,79.7,16484.0,87.9,85.3,30.0,89.0,21.0,4.0,130.0,68.0,2.37,6.0,0.21,81.0,43.0,60.0,9.0,39.0,5.0,34.0,20.0,1573.0,57.0,335.0,771.0,503.0,45.0,95.0,45.3,46.3,813.0,2922.0,72.0,65.0,8.0,50.0,33.0,975.0,99.0,40.0,52.0,3.0,102.0,162.0,13.0,59.1,72
Matheus Cunha,br BRA,Wolves,"MF,FW",25-335,29.0,26.0,2341.0,15.0,6.0,3.0,0.0,7.8,7.3,102.0,129.0,144.0,0.58,0.23,0.3,0.28,N/a,N/a,N/a,N/a,42.1,1.54,0.16,20.6,1010.0,72.0,11580.0,85.3,76.1,51.0,88.0,54.0,10.0,129.0,117.0,4.5,16.0,0.62,35.0,21.0,35.0,27.0,19.0,1.0,18.0,16.0,1393.0,22.0,172.0,644.0,625.0,113.0,125.0,45.6,43.2,795.0,3021.0,102.0,86.0,35.0,70.0,48.0,939.0,144.0,39.0,69.0,8.0,120.0,120.0,10.0,27.0,72
Matheus Nunes,pt POR,Manchester City,"DF,MF",26-243,23.0,16.0,1404.0,1.0,5.0,4.0,0.0,0.9,4.2,56.0,66.0,151.0,0.06,0.32,0.06,0.27,N/a,N/a,N/a,N/a,42.9,0.19,0.14,18.3,1023.0,86.5,13810.0,91.4,88.7,21.0,43.0,25.0,7.0,66.0,39.0,2.5,6.0,0.38,28.0,18.0,31.0,15.0,14.0,3.0,11.0,12.0,1166.0,35.0,207.0,442.0,522.0,53.0,33.0,45.5,39.4,717.0,1991.0,56.0,26.0,22.0,27.0,11.0,842.0,151.0,28.0,14.0,6.0,37.0,57.0,13.0,46.4,72
Mathias Jensen,dk DEN,Brentford,MF,29-116,19.0,8.0,770.0,0.0,2.0,2.0,0.0,0.2,1.6,6.0,55.0,26.0,0.0,0.23,0.03,0.19,N/a,N/a,N/a,N/a,16.7,0.12,0.0,23.1,436.0,75.0,6098.0,87.1,79.0,15.0,39.0,17.0,2.0,55.0,37.0,4.32,4.0,0.47,12.0,8.0,15.0,5.0,13.0,4.0,9.0,7.0,510.0,23.0,115.0,215.0,183.0,9.0,15.0,60.0,26.7,273.0,538.0,6.0,8.0,0.0,8.0,6.0,315.0,26.0,7.0,10.0,0.0,31.0,44.0,8.0,61.5,72
Mathys Tel,fr FRA,Tottenham,FW,20-000,8.0,6.0,492.0,2.0,0.0,0.0,0.0,2.1,0.9,14.0,12.0,45.0,0.37,0.0,0.38,0.17,N/a,N/a,N/a,N/a,35.3,1.1,0.06,15.8,165.0,75.2,2261.0,86.4,73.9,9.0,9.0,9.0,4.0,12.0,15.0,2.75,0.0,0.0,4.0,1.0,6.0,2.0,3.0,0.0,3.0,0.0,240.0,1.0,23.0,86.0,137.0,26.0,25.0,20.0,68.0,166.0,458.0,14.0,13.0,5.0,14.0,8.0,176.0,45.0,6.0,5.0,0.0,23.0,22.0,1.0,33.3,72
Mats Wieffer,nl NED,Brighton,"MF,DF",25-162,21.0,6.0,692.0,1.0,2.0,4.0,0.0,0.7,1.3,11.0,48.0,14.0,0.13,0.26,0.09,0.17,N/a,N/a,N/a,N/a,50.0,0.52,0.13,13.3,525.0,86.5,7339.0,91.5,88.2,12.0,49.0,5.0,1.0,48.0,25.0,3.25,3.0,0.39,33.0,19.0,27.0,18.0,13.0,1.0,12.0,11.0,636.0,29.0,143.0,352.0,149.0,14.0,10.0,40.0,60.0,364.0,716.0,11.0,11.0,1.0,11.0,8.0,412.0,14.0,17.0,6.0,1.0,7.0,55.0,23.0,56.1,72
Matt Doherty,ie IRL,Wolves,DF,33-101,27.0,22.0,1901.0,2.0,1.0,6.0,0.0,1.0,1.5,29.0,75.0,39.0,0.09,0.05,0.05,0.07,N/a,N/a,N/a,N/a,30.0,0.14,0.2,11.4,1174.0,82.5,18122.0,90.1,86.4,11.0,86.0,14.0,1.0,75.0,24.0,1.14,3.0,0.14,36.0,20.0,22.0,19.0,26.0,15.0,11.0,21.0,1389.0,114.0,540.0,687.0,179.0,25.0,20.0,55.0,30.0,726.0,2032.0,29.0,19.0,4.0,11.0,5.0,879.0,39.0,18.0,11.0,2.0,18.0,98.0,48.0,71.6,72
Matt O'Riley,dk DEN,Brighton,MF,24-157,17.0,9.0,758.0,1.0,1.0,1.0,0.0,2.0,1.5,17.0,33.0,43.0,0.12,0.12,0.23,0.18,N/a,N/a,N/a,N/a,30.0,0.71,0.05,16.7,340.0,79.1,4313.0,91.9,80.4,16.0,26.0,8.0,0.0,33.0,35.0,4.16,4.0,0.48,15.0,9.0,12.0,7.0,6.0,3.0,3.0,12.0,435.0,16.0,67.0,190.0,180.0,36.0,12.0,58.3,33.3,227.0,458.0,17.0,11.0,6.0,14.0,3.0,257.0,43.0,11.0,11.0,1.0,42.0,23.0,4.0,36.4,72
Matthijs de Ligt,nl NED,Manchester Utd,DF,25-258,28.0,24.0,2089.0,2.0,0.0,3.0,0.0,2.5,0.3,7.0,55.0,6.0,0.09,0.0,0.11,0.01,N/a,N/a,N/a,N/a,50.0,0.39,0.11,7.9,1360.0,90.1,21549.0,94.1,94.5,6.0,63.0,2.0,1.0,55.0,14.0,0.6,1.0,0.04,30.0,22.0,32.0,29.0,29.0,21.0,8.0,33.0,1584.0,181.0,813.0,722.0,56.0,29.0,4.0,50.0,50.0,1063.0,2219.0,7.0,3.0,0.0,5.0,3.0,1142.0,6.0,16.0,12.0,2.0,6.0,66.0,57.0,66.3,72
Matty Cash,pl POL,Aston Villa,DF,27-263,23.0,20.0,1710.0,1.0,1.0,6.0,0.0,0.3,1.1,44.0,38.0,70.0,0.05,0.05,0.02,0.06,N/a,N/a,N/a,N/a,40.0,0.21,0.1,19.0,772.0,78.6,10099.0,89.7,79.8,10.0,36.0,8.0,4.0,38.0,22.0,1.16,2.0,0.11,46.0,26.0,33.0,19.0,17.0,6.0,11.0,21.0,963.0,70.0,350.0,382.0,242.0,37.0,32.0,46.9,43.8,479.0,1576.0,44.0,33.0,4.0,17.0,6.0,547.0,70.0,24.0,15.0,1.0,30.0,61.0,17.0,47.2,72
Matz Sels,be BEL,Nott'ham Forest,GK,33-060,33.0,33.0,2970.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.18,74.7,39.4,0.0,N/a,0.0,N/a,N/a,880.0,50.1,16937.0,100.0,97.7,1.0,38.0,2.0,0.0,1.0,5.0,0.15,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,969.0,741.0,955.0,14.0,0.0,0.0,0.0,N/a,N/a,469.0,1436.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0,10.0,0.0,0.0,9.0,14.0,87.5,71
Max Kilman,eng ENG,West Ham,DF,27-339,34.0,34.0,2988.0,0.0,1.0,4.0,0.0,1.4,1.2,29.0,109.0,6.0,0.0,0.03,0.04,0.04,N/a,N/a,N/a,N/a,18.2,0.06,0.0,8.4,1736.0,86.9,29256.0,92.1,92.7,16.0,100.0,4.0,0.0,109.0,28.0,0.84,3.0,0.09,30.0,17.0,23.0,48.0,55.0,37.0,18.0,37.0,2111.0,424.0,1173.0,849.0,104.0,30.0,20.0,70.0,10.0,1109.0,2855.0,29.0,12.0,2.0,16.0,2.0,1402.0,6.0,17.0,12.0,2.0,3.0,135.0,101.0,67.8,72
Maxence Lacroix,fr FRA,Crystal Palace,DF,25-021,31.0,31.0,2756.0,1.0,1.0,5.0,0.0,2.8,0.8,8.0,59.0,7.0,0.03,0.03,0.09,0.02,N/a,N/a,N/a,N/a,20.0,0.16,0.04,11.8,1335.0,81.9,22521.0,85.3,90.9,6.0,66.0,2.0,1.0,59.0,26.0,0.85,4.0,0.13,67.0,40.0,47.0,44.0,41.0,16.0,25.0,50.0,1737.0,314.0,1060.0,612.0,72.0,36.0,13.0,61.5,23.1,931.0,1946.0,8.0,4.0,0.0,21.0,3.0,1024.0,7.0,31.0,18.0,1.0,6.0,121.0,54.0,55.1,72
