Player,Nation,Team,Pos,Age,MP,Starts,Min,Goals,Assists,Yellow_Card,Red_Card,stand_xG,xAG,PrgC,PrgP,PrgR,Gls,Ast,xG,xGA,GA90,Save%,CS%,PKsv%,SoT%,SoT/90,G/Sh,Dist,Cmp,Cmp%,TotDist,Short_Cmp%,Medium_Cmp%,KP,1/3,PPA,CrsPA,PrgP_passing,SCA,SCA90,GCA,GCA90,Tkl,TklW,Att,Lost,Blocks,Sh,Pass,Int,Touches,Def_Pen,Def_3rd,Mid_3rd,Att_3rd,Att_Pen,Att_take_ons,Succ%,Tkld%,Carries,ProDist,ProgC,1/3_carries,CPA,Mis,Dis,Rec,PrgR_possession,Fls,Fld,Off,Crs,Recov,Won,Won%,Available_Data_Count,ETV
Mario Lemina,ga GAB,Wolves,"MF,DF",31-240,17.0,15.0,1364.0,1.0,3.0,4.0,0.0,1.4,1.1,8.0,48.0,21.0,0.07,0.2,0.09,0.07,N/a,N/a,N/a,N/a,27.8,0.33,0.06,21.9,613.0,80.4,9479.0,85.0,87.7,10.0,43.0,13.0,4.0,48.0,26.0,1.71,5.0,0.33,51.0,31.0,29.0,16.0,12.0,7.0,5.0,27.0,809.0,92.0,324.0,378.0,119.0,18.0,16.0,62.5,25.0,382.0,1038.0,8.0,12.0,2.0,21.0,11.0,482.0,21.0,17.0,8.0,4.0,10.0,73.0,25.0,61.0,72,€5.2M
Mark Flekken,nl NED,Brentford,GK,31-320,32.0,32.0,2825.0,0.0,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.03,0.0,0.01,1.53,73.3,15.6,0.0,N/a,0.0,N/a,N/a,1518.0,73.3,32882.0,97.8,97.4,2.0,44.0,2.0,0.0,0.0,7.0,0.22,1.0,0.03,4.0,4.0,9.0,0.0,2.0,0.0,2.0,0.0,1616.0,1261.0,1569.0,52.0,0.0,0.0,1.0,100.0,0.0,987.0,2803.0,0.0,0.0,0.0,3.0,0.0,905.0,0.0,0.0,3.0,0.0,0.0,35.0,4.0,100.0,73,€13.6M
Martin Ødegaard,no NOR,Arsenal,MF,26-133,26.0,23.0,2040.0,2.0,6.0,4.0,0.0,4.4,4.6,79.0,231.0,142.0,0.09,0.26,0.2,0.2,N/a,N/a,N/a,N/a,31.7,0.57,0.02,18.7,1331.0,82.6,17070.0,90.3,87.1,56.0,115.0,78.0,5.0,231.0,112.0,4.95,13.0,0.57,19.0,11.0,24.0,7.0,4.0,0.0,4.0,4.0,1494.0,6.0,98.0,625.0,785.0,104.0,54.0,40.7,55.6,1031.0,3279.0,79.0,72.0,23.0,28.0,38.0,1188.0,142.0,10.0,20.0,1.0,80.0,86.0,8.0,53.3,72,€126.5M
Mateo Kovačić,hr CRO,Manchester City,MF,30-358,28.0,22.0,1960.0,6.0,1.0,5.0,0.0,1.7,3.5,51.0,142.0,15.0,0.28,0.05,0.08,0.16,N/a,N/a,N/a,N/a,31.6,0.55,0.16,22.2,1646.0,92.5,23541.0,95.0,95.6,28.0,178.0,27.0,0.0,142.0,59.0,2.71,6.0,0.28,61.0,36.0,59.0,7.0,19.0,0.0,19.0,20.0,1859.0,48.0,274.0,1063.0,543.0,16.0,38.0,52.6,28.9,1259.0,3432.0,51.0,71.0,3.0,16.0,29.0,1506.0,15.0,22.0,22.0,0.0,0.0,109.0,9.0,56.3,72,€25.3M
Mateus Fernandes,pt POR,Southampton,MF,20-293,32.0,30.0,2584.0,2.0,3.0,8.0,0.0,3.7,2.6,72.0,130.0,99.0,0.07,0.1,0.13,0.09,N/a,N/a,N/a,N/a,36.8,0.49,0.05,18.6,1226.0,79.7,16522.0,87.9,85.4,30.0,89.0,21.0,4.0,130.0,68.0,2.37,6.0,0.21,81.0,43.0,61.0,9.0,39.0,5.0,34.0,21.0,1577.0,57.0,336.0,774.0,503.0,45.0,96.0,44.8,45.8,814.0,2926.0,72.0,65.0,8.0,50.0,33.0,976.0,99.0,40.0,52.0,3.0,102.0,162.0,13.0,59.1,72,€22.5M
Matheus Cunha,br BRA,Wolves,"MF,FW",25-337,29.0,26.0,2341.0,15.0,6.0,3.0,0.0,7.9,7.3,103.0,129.0,144.0,0.58,0.23,0.3,0.28,N/a,N/a,N/a,N/a,42.1,1.54,0.16,20.6,1010.0,72.0,11575.0,85.3,75.8,51.0,88.0,54.0,10.0,129.0,117.0,4.5,16.0,0.62,35.0,21.0,35.0,27.0,19.0,1.0,18.0,16.0,1393.0,22.0,171.0,643.0,627.0,113.0,126.0,45.2,43.7,800.0,3062.0,103.0,88.0,35.0,70.0,47.0,939.0,144.0,39.0,69.0,8.0,120.0,120.0,10.0,27.0,72,€62.6M
Matheus Nunes,pt POR,Manchester City,"DF,MF",26-245,23.0,16.0,1404.0,1.0,5.0,4.0,0.0,0.9,4.2,56.0,66.0,151.0,0.06,0.32,0.06,0.27,N/a,N/a,N/a,N/a,42.9,0.19,0.14,18.3,1023.0,86.5,13810.0,91.4,88.7,21.0,43.0,25.0,7.0,66.0,39.0,2.5,6.0,0.38,28.0,18.0,31.0,15.0,14.0,3.0,11.0,12.0,1166.0,35.0,207.0,442.0,522.0,53.0,33.0,45.5,39.4,717.0,1991.0,56.0,26.0,22.0,27.0,11.0,842.0,151.0,28.0,14.0,6.0,37.0,57.0,13.0,46.4,72,€42.3M
Matt Doherty,ie IRL,Wolves,DF,33-103,27.0,22.0,1901.0,2.0,1.0,6.0,0.0,1.0,1.5,29.0,75.0,39.0,0.09,0.05,0.05,0.07,N/a,N/a,N/a,N/a,30.0,0.14,0.2,11.4,1179.0,82.6,18234.0,90.1,86.7,11.0,87.0,14.0,1.0,75.0,24.0,1.14,3.0,0.14,36.0,20.0,22.0,19.0,26.0,15.0,11.0,21.0,1394.0,115.0,542.0,690.0,179.0,25.0,20.0,55.0,30.0,730.0,2034.0,29.0,19.0,4.0,11.0,5.0,883.0,39.0,18.0,11.0,2.0,18.0,98.0,48.0,71.6,72,€4.2M
Matthijs de Ligt,nl NED,Manchester Utd,DF,25-260,28.0,24.0,2089.0,2.0,0.0,3.0,0.0,2.5,0.3,7.0,55.0,6.0,0.09,0.0,0.11,0.01,N/a,N/a,N/a,N/a,50.0,0.39,0.11,7.9,1360.0,90.1,21549.0,94.1,94.5,6.0,63.0,2.0,1.0,55.0,14.0,0.6,1.0,0.04,30.0,22.0,32.0,29.0,29.0,21.0,8.0,33.0,1584.0,181.0,813.0,722.0,56.0,29.0,4.0,50.0,50.0,1063.0,2219.0,7.0,3.0,0.0,5.0,3.0,1142.0,6.0,16.0,12.0,2.0,6.0,66.0,57.0,66.3,72,€52.2M
Matty Cash,pl POL,Aston Villa,DF,27-265,23.0,20.0,1710.0,1.0,1.0,6.0,0.0,0.3,1.1,44.0,38.0,70.0,0.05,0.05,0.02,0.06,N/a,N/a,N/a,N/a,40.0,0.21,0.1,19.0,772.0,78.6,10099.0,89.7,79.8,10.0,36.0,8.0,4.0,38.0,22.0,1.16,2.0,0.11,46.0,26.0,33.0,19.0,17.0,6.0,11.0,21.0,963.0,70.0,350.0,382.0,242.0,37.0,32.0,46.9,43.8,479.0,1576.0,44.0,33.0,4.0,17.0,6.0,547.0,70.0,24.0,15.0,1.0,30.0,61.0,17.0,47.2,72,€32.9M
Matz Sels,be BEL,Nott'ham Forest,GK,33-062,33.0,33.0,2970.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.18,74.7,39.4,0.0,N/a,0.0,N/a,N/a,880.0,50.1,16937.0,100.0,97.7,1.0,38.0,2.0,0.0,1.0,5.0,0.15,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,969.0,741.0,955.0,14.0,0.0,0.0,0.0,N/a,N/a,469.0,1436.0,0.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0,10.0,0.0,0.0,9.0,14.0,87.5,71,€9.1M
Max Kilman,eng ENG,West Ham,DF,27-341,34.0,34.0,2988.0,0.0,1.0,4.0,0.0,1.4,1.2,29.0,106.0,6.0,0.0,0.03,0.04,0.04,N/a,N/a,N/a,N/a,18.2,0.06,0.0,8.4,1738.0,86.9,29227.0,92.2,92.8,16.0,100.0,4.0,0.0,106.0,28.0,0.84,3.0,0.09,30.0,17.0,23.0,48.0,55.0,37.0,18.0,37.0,2113.0,428.0,1178.0,848.0,103.0,30.0,20.0,70.0,10.0,1119.0,2917.0,29.0,12.0,2.0,16.0,2.0,1404.0,6.0,17.0,12.0,2.0,3.0,135.0,101.0,67.8,72,€36.7M
Maxence Lacroix,fr FRA,Crystal Palace,DF,25-023,31.0,31.0,2756.0,1.0,1.0,5.0,0.0,2.8,0.8,8.0,59.0,7.0,0.03,0.03,0.09,0.02,N/a,N/a,N/a,N/a,20.0,0.16,0.04,11.8,1335.0,81.9,22521.0,85.3,90.9,6.0,66.0,2.0,1.0,59.0,26.0,0.85,4.0,0.13,67.0,40.0,47.0,44.0,41.0,16.0,25.0,50.0,1737.0,314.0,1060.0,612.0,72.0,36.0,13.0,61.5,23.1,931.0,1946.0,8.0,4.0,0.0,21.0,3.0,1024.0,7.0,31.0,18.0,1.0,6.0,121.0,54.0,55.1,72,€27.7M
Micky van de Ven,nl NED,Tottenham,DF,24-010,12.0,11.0,950.0,0.0,2.0,4.0,0.0,0.6,1.2,8.0,51.0,1.0,0.0,0.19,0.05,0.11,N/a,N/a,N/a,N/a,33.3,0.19,0.0,11.1,776.0,91.0,13313.0,91.7,96.5,2.0,50.0,1.0,0.0,51.0,11.0,1.04,2.0,0.19,10.0,6.0,14.0,18.0,9.0,6.0,3.0,10.0,862.0,101.0,442.0,393.0,36.0,9.0,8.0,50.0,50.0,599.0,1388.0,8.0,10.0,1.0,5.0,4.0,629.0,1.0,10.0,8.0,0.0,0.0,61.0,19.0,51.4,72,€61.8M
Mikel Merino,es ESP,Arsenal,"MF,FW",28-311,25.0,15.0,1401.0,6.0,2.0,2.0,0.0,4.4,1.9,9.0,61.0,86.0,0.39,0.13,0.28,0.12,N/a,N/a,N/a,N/a,37.5,0.77,0.19,10.5,529.0,77.9,5686.0,87.0,78.3,15.0,33.0,24.0,4.0,61.0,39.0,2.51,4.0,0.26,38.0,22.0,29.0,52.0,17.0,5.0,12.0,13.0,709.0,35.0,127.0,300.0,291.0,72.0,17.0,41.2,35.3,349.0,638.0,9.0,12.0,4.0,21.0,22.0,460.0,86.0,35.0,20.0,7.0,12.0,76.0,57.0,52.3,72,€40.5M
Mikkel Damsgaard,dk DEN,Brentford,"MF,FW",24-300,33.0,29.0,2495.0,2.0,10.0,2.0,0.0,2.6,7.3,62.0,204.0,115.0,0.07,0.36,0.09,0.26,N/a,N/a,N/a,N/a,22.6,0.25,0.06,17.1,1310.0,72.8,16253.0,85.4,73.5,55.0,144.0,62.0,15.0,204.0,109.0,3.93,21.0,0.76,73.0,40.0,69.0,25.0,33.0,2.0,31.0,25.0,1619.0,33.0,293.0,734.0,614.0,70.0,89.0,51.7,36.0,924.0,2615.0,62.0,42.0,9.0,53.0,42.0,1075.0,115.0,15.0,26.0,6.0,118.0,152.0,12.0,32.4,72,€28.6M
Milos Kerkez,hu HUN,Bournemouth,DF,21-173,34.0,34.0,2987.0,2.0,5.0,4.0,0.0,0.5,3.4,93.0,143.0,163.0,0.06,0.15,0.02,0.1,N/a,N/a,N/a,N/a,29.4,0.15,0.12,20.4,1563.0,75.2,18321.0,89.1,77.9,31.0,79.0,35.0,22.0,143.0,75.0,2.26,9.0,0.27,49.0,26.0,36.0,46.0,36.0,11.0,25.0,40.0,1915.0,104.0,494.0,805.0,639.0,57.0,44.0,45.5,31.8,952.0,3268.0,93.0,65.0,15.0,43.0,18.0,1032.0,163.0,27.0,44.0,1.0,120.0,153.0,25.0,35.2,72,€61.5M
Mohamed Salah,eg EGY,Liverpool,FW,32-318,34.0,34.0,3011.0,28.0,18.0,1.0,0.0,23.9,12.8,142.0,129.0,425.0,0.84,0.54,0.71,0.38,N/a,N/a,N/a,N/a,42.3,1.4,0.17,14.8,1137.0,71.3,12057.0,83.7,69.9,80.0,49.0,82.0,13.0,129.0,153.0,4.57,26.0,0.78,20.0,11.0,16.0,12.0,11.0,0.0,11.0,7.0,1526.0,10.0,88.0,464.0,993.0,320.0,123.0,44.7,52.0,1046.0,3303.0,142.0,54.0,113.0,105.0,62.0,1276.0,425.0,22.0,33.0,16.0,67.0,93.0,9.0,42.9,72,€38.5M
Mohammed Kudus,gh GHA,West Ham,"FW,MF",24-270,28.0,28.0,2331.0,4.0,2.0,1.0,1.0,6.5,2.3,88.0,74.0,194.0,0.15,0.08,0.25,0.09,N/a,N/a,N/a,N/a,29.9,0.77,0.06,15.6,766.0,83.6,10429.0,90.0,89.3,27.0,42.0,26.0,12.0,74.0,95.0,3.67,6.0,0.23,33.0,19.0,27.0,35.0,23.0,1.0,22.0,4.0,1141.0,12.0,158.0,466.0,558.0,115.0,188.0,44.7,46.3,748.0,2317.0,88.0,56.0,39.0,66.0,88.0,888.0,194.0,35.0,58.0,18.0,70.0,125.0,10.0,22.2,72,€61.7M
Moisés Caicedo,ec ECU,Chelsea,MF,23-178,34.0,34.0,2991.0,1.0,2.0,10.0,0.0,0.8,2.9,38.0,194.0,33.0,0.03,0.06,0.02,0.09,N/a,N/a,N/a,N/a,16.7,0.09,0.06,25.1,1998.0,89.7,31004.0,92.2,92.5,28.0,215.0,31.0,2.0,194.0,90.0,2.71,7.0,0.21,100.0,63.0,80.0,15.0,44.0,9.0,35.0,47.0,2340.0,85.0,502.0,1442.0,421.0,12.0,54.0,42.6,35.2,1308.0,2919.0,38.0,28.0,2.0,35.0,23.0,1642.0,33.0,61.0,54.0,0.0,8.0,197.0,30.0,66.7,72,€80.7M
Morgan Gibbs-White,eng ENG,Nott'ham Forest,MF,25-092,29.0,29.0,2377.0,5.0,7.0,9.0,1.0,4.6,4.4,63.0,139.0,115.0,0.19,0.27,0.18,0.17,N/a,N/a,N/a,N/a,34.6,0.68,0.1,17.0,1063.0,78.5,12823.0,84.9,82.0,44.0,110.0,35.0,7.0,139.0,98.0,3.71,17.0,0.64,39.0,18.0,30.0,46.0,14.0,4.0,10.0,17.0,1382.0,32.0,166.0,695.0,543.0,83.0,73.0,39.7,46.6,778.0,2303.0,63.0,46.0,12.0,66.0,37.0,1037.0,115.0,32.0,35.0,7.0,36.0,113.0,36.0,43.9,72,€61.7M
Morgan Rogers,eng ENG,Aston Villa,"FW,MF",22-277,33.0,33.0,2763.0,8.0,8.0,9.0,0.0,6.1,6.9,102.0,113.0,171.0,0.26,0.26,0.2,0.22,N/a,N/a,N/a,N/a,36.5,0.62,0.15,15.8,820.0,73.9,8871.0,81.4,76.6,45.0,69.0,51.0,2.0,113.0,95.0,3.1,13.0,0.42,35.0,18.0,38.0,43.0,24.0,7.0,17.0,5.0,1229.0,36.0,182.0,535.0,537.0,133.0,145.0,41.4,45.5,718.0,2908.0,102.0,62.0,32.0,102.0,67.0,866.0,171.0,46.0,47.0,2.0,21.0,103.0,11.0,20.4,72,€69M
Murillo,br BRA,Nott'ham Forest,DF,22-299,32.0,32.0,2838.0,1.0,0.0,5.0,0.0,1.2,1.1,19.0,100.0,4.0,0.03,0.0,0.04,0.03,N/a,N/a,N/a,N/a,20.0,0.13,0.05,24.3,1254.0,77.8,19356.0,90.9,87.0,12.0,110.0,11.0,1.0,100.0,35.0,1.11,2.0,0.06,49.0,33.0,44.0,19.0,66.0,43.0,23.0,29.0,1665.0,375.0,853.0,737.0,89.0,17.0,33.0,78.8,21.2,706.0,2162.0,19.0,24.0,1.0,18.0,9.0,839.0,4.0,25.0,4.0,0.0,12.0,124.0,36.0,65.5,72,€68.4M
Myles Lewis-Skelly,eng ENG,Arsenal,DF,18-215,19.0,12.0,1078.0,1.0,0.0,2.0,2.0,0.1,0.3,29.0,57.0,32.0,0.08,0.0,0.01,0.03,N/a,N/a,N/a,N/a,50.0,0.08,0.5,14.3,605.0,90.7,8096.0,95.7,90.8,6.0,54.0,8.0,1.0,57.0,21.0,1.75,0.0,0.0,21.0,14.0,9.0,7.0,1.0,0.0,1.0,6.0,705.0,18.0,124.0,386.0,208.0,14.0,26.0,46.2,34.6,402.0,1332.0,29.0,21.0,5.0,9.0,8.0,482.0,32.0,10.0,35.0,0.0,8.0,42.0,7.0,50.0,72,€34.9M
Nathan Collins,ie IRL,Brentford,DF,23-364,33.0,33.0,2970.0,2.0,2.0,5.0,0.0,2.5,1.5,25.0,112.0,18.0,0.06,0.06,0.08,0.05,N/a,N/a,N/a,N/a,37.5,0.18,0.13,10.8,1749.0,85.8,28532.0,88.0,92.4,9.0,94.0,7.0,2.0,112.0,28.0,0.85,7.0,0.21,35.0,20.0,31.0,57.0,68.0,48.0,20.0,31.0,2139.0,341.0,1124.0,867.0,158.0,63.0,12.0,50.0,41.7,1125.0,3556.0,25.0,9.0,0.0,15.0,8.0,1303.0,18.0,24.0,25.0,6.0,7.0,145.0,103.0,64.4,72,€33.3M
Neco Williams,wls WAL,Nott'ham Forest,DF,24-016,30.0,23.0,2144.0,1.0,2.0,5.0,0.0,2.2,1.4,54.0,70.0,81.0,0.04,0.08,0.09,0.06,N/a,N/a,N/a,N/a,18.8,0.25,0.03,19.7,860.0,75.2,9805.0,89.4,72.1,14.0,50.0,17.0,7.0,70.0,40.0,1.68,5.0,0.21,73.0,44.0,68.0,25.0,37.0,8.0,29.0,24.0,1231.0,136.0,450.0,437.0,359.0,35.0,39.0,38.5,43.6,492.0,1685.0,54.0,26.0,14.0,23.0,15.0,570.0,81.0,20.0,34.0,1.0,40.0,84.0,34.0,57.6,72,€23.4M
Nick Pope,eng ENG,Newcastle Utd,GK,33-010,24.0,24.0,2160.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.33,70.5,29.2,50.0,N/a,0.0,N/a,N/a,668.0,72.5,12485.0,99.0,98.4,1.0,2.0,0.0,0.0,1.0,5.0,0.21,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,747.0,596.0,737.0,10.0,0.0,0.0,0.0,N/a,N/a,388.0,1475.0,0.0,0.0,0.0,0.0,1.0,263.0,0.0,2.0,5.0,0.0,0.0,19.0,11.0,91.7,71,€11.7M
Nicolas Jackson,sn SEN,Chelsea,FW,23-313,28.0,26.0,2114.0,10.0,5.0,7.0,0.0,12.2,4.3,46.0,37.0,125.0,0.43,0.21,0.52,0.18,N/a,N/a,N/a,N/a,43.2,1.36,0.14,12.7,382.0,76.2,3909.0,81.9,78.0,28.0,22.0,10.0,1.0,37.0,68.0,2.9,10.0,0.43,19.0,11.0,8.0,35.0,13.0,2.0,11.0,3.0,658.0,19.0,46.0,272.0,349.0,137.0,59.0,30.5,50.8,401.0,1293.0,46.0,24.0,30.0,65.0,39.0,490.0,125.0,32.0,29.0,19.0,3.0,44.0,18.0,34.0,72,€66.2M
Nicolás Domínguez,ar ARG,Nott'ham Forest,"MF,FW",26-305,29.0,19.0,1624.0,0.0,1.0,8.0,0.0,1.4,1.3,12.0,63.0,24.0,0.0,0.06,0.08,0.07,N/a,N/a,N/a,N/a,38.9,0.39,0.0,19.0,788.0,87.1,9888.0,91.5,89.8,13.0,68.0,8.0,0.0,63.0,29.0,1.61,0.0,0.0,75.0,40.0,63.0,19.0,34.0,11.0,23.0,26.0,1020.0,68.0,260.0,533.0,236.0,24.0,8.0,37.5,37.5,378.0,750.0,12.0,10.0,2.0,18.0,9.0,554.0,24.0,29.0,15.0,1.0,2.0,99.0,20.0,51.3,72,€18.8M
Nikola Milenković,rs SRB,Nott'ham Forest,DF,27-199,32.0,32.0,2880.0,4.0,2.0,4.0,0.0,3.6,0.8,3.0,47.0,6.0,0.12,0.06,0.11,0.03,N/a,N/a,N/a,N/a,26.9,0.22,0.15,12.1,872.0,80.8,14175.0,86.9,87.1,7.0,47.0,2.0,0.0,47.0,18.0,0.56,3.0,0.09,42.0,26.0,27.0,36.0,38.0,22.0,16.0,24.0,1189.0,225.0,650.0,463.0,80.0,58.0,1.0,100.0,0.0,454.0,939.0,3.0,3.0,2.0,2.0,2.0,603.0,6.0,16.0,4.0,1.0,0.0,71.0,91.0,71.7,72,€38M
Noni Madueke,eng ENG,Chelsea,FW,23-050,28.0,23.0,1723.0,7.0,3.0,3.0,0.0,8.2,3.9,133.0,63.0,208.0,0.37,0.16,0.43,0.2,N/a,N/a,N/a,N/a,41.1,1.57,0.1,14.6,583.0,77.5,6706.0,86.5,76.1,28.0,12.0,33.0,8.0,63.0,72.0,3.76,8.0,0.42,22.0,15.0,33.0,15.0,14.0,0.0,14.0,8.0,837.0,18.0,83.0,237.0,531.0,163.0,84.0,42.9,46.4,562.0,2970.0,133.0,43.0,80.0,41.0,24.0,646.0,208.0,20.0,24.0,4.0,58.0,67.0,10.0,40.0,72,€51.6M
Noussair Mazraoui,ma MAR,Manchester Utd,DF,27-166,34.0,31.0,2639.0,0.0,1.0,2.0,0.0,0.7,1.3,37.0,102.0,51.0,0.0,0.03,0.02,0.05,N/a,N/a,N/a,N/a,23.1,0.1,0.0,20.6,1648.0,85.5,21053.0,91.3,89.1,18.0,118.0,18.0,5.0,102.0,50.0,1.71,1.0,0.03,102.0,60.0,85.0,28.0,33.0,8.0,25.0,34.0,1976.0,158.0,779.0,903.0,318.0,27.0,47.0,55.3,36.2,1086.0,2680.0,37.0,29.0,3.0,23.0,16.0,1190.0,51.0,37.0,22.0,3.0,20.0,141.0,47.0,62.7,72,€43M
Nélson Semedo,pt POR,Wolves,DF,31-164,30.0,29.0,2576.0,0.0,4.0,7.0,0.0,0.8,2.7,61.0,70.0,107.0,0.0,0.14,0.03,0.09,N/a,N/a,N/a,N/a,40.0,0.21,0.0,24.2,1201.0,80.1,14666.0,91.1,82.8,21.0,63.0,25.0,11.0,70.0,51.0,1.78,6.0,0.21,55.0,31.0,49.0,40.0,27.0,10.0,17.0,22.0,1522.0,113.0,433.0,695.0,412.0,23.0,62.0,45.2,41.9,780.0,2309.0,61.0,36.0,9.0,37.0,19.0,873.0,107.0,43.0,27.0,3.0,57.0,116.0,27.0,40.3,72,€8.4M
Ola Aina,ng NGA,Nott'ham Forest,DF,28-203,30.0,30.0,2569.0,2.0,1.0,2.0,0.0,0.6,0.7,54.0,91.0,52.0,0.07,0.04,0.02,0.03,N/a,N/a,N/a,N/a,22.2,0.07,0.22,24.8,1145.0,73.3,12948.0,88.1,72.8,11.0,78.0,15.0,7.0,91.0,50.0,1.75,3.0,0.11,53.0,40.0,58.0,18.0,32.0,12.0,20.0,30.0,1462.0,138.0,539.0,610.0,338.0,21.0,64.0,45.3,37.5,629.0,2328.0,54.0,35.0,10.0,39.0,21.0,691.0,52.0,21.0,32.0,2.0,42.0,160.0,12.0,40.0,72,€18.8M
Oliver Skipp,eng ENG,Leicester City,MF,24-225,20.0,7.0,907.0,0.0,0.0,7.0,0.0,0.2,0.3,15.0,29.0,18.0,0.0,0.0,0.02,0.03,N/a,N/a,N/a,N/a,25.0,0.1,0.0,21.0,416.0,84.6,5339.0,87.8,93.1,9.0,28.0,4.0,0.0,29.0,14.0,1.39,0.0,0.0,17.0,4.0,14.0,5.0,15.0,3.0,12.0,9.0,503.0,23.0,111.0,316.0,80.0,7.0,11.0,54.5,45.5,295.0,576.0,15.0,7.0,3.0,11.0,5.0,350.0,18.0,17.0,13.0,0.0,4.0,37.0,10.0,66.7,72,€17M
Ollie Watkins,eng ENG,Aston Villa,FW,29-120,34.0,27.0,2263.0,15.0,7.0,2.0,0.0,14.5,2.9,50.0,28.0,143.0,0.6,0.28,0.58,0.12,N/a,N/a,N/a,N/a,42.1,1.27,0.17,12.2,376.0,73.7,3489.0,78.8,81.1,22.0,11.0,11.0,0.0,28.0,50.0,1.99,11.0,0.44,9.0,6.0,11.0,61.0,11.0,3.0,8.0,7.0,620.0,17.0,46.0,223.0,360.0,153.0,38.0,23.7,65.8,363.0,1022.0,50.0,21.0,35.0,51.0,44.0,486.0,143.0,27.0,29.0,12.0,7.0,39.0,46.0,43.0,72,€61.4M
Omar Marmoush,eg EGY,Manchester City,"FW,MF",26-081,12.0,11.0,916.0,6.0,0.0,0.0,0.0,4.7,1.7,20.0,26.0,63.0,0.59,0.0,0.46,0.17,N/a,N/a,N/a,N/a,44.4,1.57,0.17,18.1,245.0,78.4,2647.0,84.6,79.7,13.0,8.0,22.0,4.0,26.0,33.0,3.24,1.0,0.1,11.0,6.0,14.0,8.0,14.0,1.0,13.0,5.0,389.0,2.0,27.0,114.0,253.0,52.0,35.0,40.0,48.6,249.0,730.0,20.0,14.0,11.0,34.0,13.0,282.0,63.0,13.0,17.0,9.0,25.0,29.0,5.0,38.5,72,€79.1M
Omari Hutchinson,eng ENG,Ipswich Town,"MF,FW",21-181,27.0,26.0,2223.0,3.0,2.0,5.0,0.0,2.3,2.5,71.0,69.0,131.0,0.12,0.08,0.09,0.1,N/a,N/a,N/a,N/a,44.4,0.65,0.08,20.8,742.0,78.3,9129.0,88.2,84.6,23.0,43.0,20.0,9.0,69.0,64.0,2.59,6.0,0.24,30.0,11.0,45.0,22.0,24.0,1.0,23.0,10.0,1061.0,12.0,168.0,450.0,463.0,74.0,114.0,39.5,47.4,645.0,2288.0,71.0,35.0,30.0,68.0,55.0,748.0,131.0,28.0,36.0,4.0,56.0,90.0,6.0,21.4,72,€27.4M
Orel Mangala,be BEL,Everton,MF,27-042,19.0,14.0,1261.0,1.0,0.0,2.0,0.0,1.1,0.6,6.0,34.0,19.0,0.07,0.0,0.08,0.05,N/a,N/a,N/a,N/a,37.5,0.43,0.06,22.1,490.0,89.2,6998.0,90.5,94.9,8.0,50.0,8.0,1.0,34.0,24.0,1.72,1.0,0.07,16.0,8.0,8.0,8.0,8.0,3.0,5.0,21.0,621.0,22.0,133.0,335.0,157.0,13.0,24.0,58.3,37.5,298.0,576.0,6.0,6.0,3.0,12.0,12.0,406.0,19.0,24.0,17.0,2.0,6.0,49.0,6.0,42.9,72,€24.4M
Pape Matar Sarr,sn SEN,Tottenham,MF,22-227,32.0,18.0,1636.0,3.0,2.0,6.0,0.0,3.3,1.5,29.0,79.0,50.0,0.17,0.11,0.18,0.08,N/a,N/a,N/a,N/a,41.9,0.72,0.1,21.7,944.0,87.3,12681.0,91.4,90.4,14.0,82.0,10.0,2.0,79.0,40.0,2.2,6.0,0.33,42.0,30.0,23.0,36.0,23.0,9.0,14.0,24.0,1134.0,35.0,238.0,635.0,279.0,26.0,25.0,44.0,48.0,724.0,1760.0,29.0,31.0,5.0,26.0,21.0,812.0,50.0,28.0,31.0,2.0,14.0,105.0,24.0,40.0,72,€50.8M
Pau Torres,es ESP,Aston Villa,DF,28-103,20.0,20.0,1729.0,0.0,0.0,1.0,0.0,0.5,0.1,33.0,74.0,4.0,0.0,0.0,0.03,0.0,N/a,N/a,N/a,N/a,25.0,0.1,0.0,11.7,1169.0,88.3,17916.0,94.7,93.1,2.0,93.0,7.0,0.0,74.0,12.0,0.62,2.0,0.1,20.0,14.0,15.0,22.0,14.0,10.0,4.0,9.0,1293.0,209.0,626.0,595.0,78.0,15.0,17.0,88.2,11.8,803.0,3503.0,33.0,20.0,0.0,3.0,3.0,923.0,4.0,6.0,7.0,0.0,1.0,53.0,16.0,42.1,72,€45.3M
